point,parameter,parameter_value,is_baseline,group_kind,group,generation,runs,mean_directional_bias,mean_receiver_attention,mean_sender_transposition,mean_receiver_transposition,mean_min_transposition,mean_transposition_gap,mean_comb_tilt,mean_success,mean_payoff
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,22,100,0.193,0.222,0.135,0.144,0.112,0.055,0.140,0.359,2.993
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,23,100,0.202,0.226,0.138,0.146,0.112,0.059,0.146,0.363,3.035
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,24,100,0.207,0.231,0.142,0.150,0.114,0.064,0.152,0.366,3.063
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,25,100,0.216,0.235,0.146,0.153,0.118,0.063,0.156,0.368,3.083
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,26,100,0.224,0.238,0.151,0.155,0.121,0.064,0.162,0.372,3.125
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,27,100,0.228,0.243,0.155,0.157,0.125,0.062,0.166,0.375,3.156
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,28,100,0.239,0.248,0.157,0.161,0.129,0.060,0.170,0.378,3.181
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,29,100,0.249,0.252,0.164,0.160,0.132,0.061,0.175,0.381,3.211
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,30,100,0.252,0.259,0.167,0.161,0.132,0.063,0.180,0.382,3.226
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,31,100,0.258,0.269,0.171,0.164,0.133,0.070,0.181,0.384,3.246
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,32,100,0.268,0.276,0.176,0.164,0.135,0.069,0.184,0.386,3.262
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,33,100,0.277,0.278,0.182,0.168,0.139,0.072,0.186,0.388,3.288
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,34,100,0.288,0.285,0.182,0.171,0.141,0.071,0.189,0.390,3.303
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,35,100,0.298,0.291,0.183,0.173,0.143,0.071,0.195,0.391,3.322
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,36,100,0.308,0.301,0.186,0.177,0.144,0.075,0.197,0.393,3.341
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,37,100,0.317,0.309,0.191,0.181,0.147,0.078,0.203,0.396,3.367
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,38,100,0.328,0.318,0.191,0.184,0.148,0.080,0.202,0.397,3.382
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,39,100,0.336,0.328,0.193,0.186,0.149,0.082,0.204,0.398,3.396
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,40,100,0.345,0.334,0.192,0.188,0.149,0.082,0.203,0.398,3.395
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,41,100,0.352,0.341,0.193,0.191,0.151,0.081,0.207,0.400,3.415
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,42,100,0.362,0.344,0.191,0.191,0.150,0.082,0.210,0.401,3.428
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,43,100,0.371,0.355,0.193,0.193,0.150,0.085,0.213,0.401,3.432
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,44,100,0.375,0.361,0.192,0.197,0.148,0.092,0.221,0.402,3.448
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,45,100,0.382,0.365,0.195,0.200,0.150,0.095,0.225,0.403,3.456
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,46,100,0.390,0.373,0.198,0.200,0.151,0.096,0.224,0.404,3.467
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,47,100,0.399,0.387,0.201,0.200,0.151,0.099,0.223,0.405,3.477
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,48,100,0.408,0.396,0.203,0.204,0.156,0.096,0.220,0.407,3.495
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,49,100,0.419,0.401,0.204,0.207,0.155,0.102,0.226,0.408,3.510
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,50,100,0.428,0.409,0.207,0.209,0.158,0.101,0.228,0.409,3.521
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,51,100,0.436,0.420,0.214,0.215,0.161,0.107,0.226,0.410,3.536
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,52,100,0.445,0.427,0.217,0.214,0.163,0.106,0.228,0.411,3.542
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,53,100,0.451,0.442,0.219,0.218,0.165,0.107,0.224,0.413,3.562
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,54,100,0.459,0.454,0.221,0.220,0.166,0.109,0.227,0.414,3.582
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,55,100,0.468,0.462,0.223,0.224,0.168,0.110,0.227,0.415,3.584
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,56,100,0.475,0.474,0.221,0.226,0.169,0.108,0.224,0.416,3.602
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,57,100,0.483,0.477,0.225,0.227,0.173,0.104,0.226,0.416,3.604
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,58,100,0.489,0.488,0.224,0.226,0.175,0.101,0.222,0.418,3.628
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,59,100,0.502,0.499,0.227,0.231,0.175,0.108,0.220,0.421,3.655
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,60,100,0.512,0.511,0.230,0.233,0.178,0.107,0.221,0.421,3.663
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,61,100,0.519,0.519,0.233,0.230,0.178,0.106,0.221,0.422,3.669
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,62,100,0.529,0.526,0.232,0.231,0.179,0.106,0.222,0.423,3.680
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,63,100,0.538,0.530,0.231,0.234,0.181,0.103,0.223,0.424,3.693
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,64,100,0.544,0.538,0.231,0.235,0.180,0.105,0.221,0.426,3.713
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,65,100,0.553,0.546,0.234,0.237,0.183,0.105,0.219,0.427,3.725
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,66,100,0.559,0.557,0.232,0.240,0.185,0.103,0.218,0.428,3.736
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,67,100,0.564,0.566,0.236,0.239,0.184,0.107,0.216,0.429,3.753
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,68,100,0.572,0.574,0.238,0.242,0.187,0.105,0.215,0.430,3.760
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,69,100,0.581,0.582,0.238,0.242,0.186,0.107,0.215,0.431,3.772
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,70,100,0.590,0.588,0.242,0.239,0.187,0.107,0.213,0.433,3.798
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,71,100,0.592,0.596,0.244,0.237,0.189,0.104,0.217,0.432,3.790
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,72,100,0.595,0.604,0.239,0.237,0.187,0.102,0.219,0.434,3.808
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,73,100,0.599,0.603,0.242,0.241,0.188,0.106,0.218,0.434,3.804
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,74,100,0.605,0.609,0.245,0.244,0.190,0.109,0.215,0.435,3.817
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,75,100,0.609,0.616,0.244,0.246,0.189,0.113,0.215,0.436,3.825
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,76,100,0.613,0.620,0.248,0.245,0.190,0.114,0.211,0.436,3.823
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,77,100,0.620,0.629,0.247,0.250,0.190,0.117,0.212,0.437,3.847
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,78,100,0.623,0.635,0.251,0.252,0.192,0.119,0.211,0.438,3.852
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,79,100,0.625,0.639,0.249,0.253,0.193,0.117,0.211,0.439,3.863
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,80,100,0.631,0.646,0.250,0.253,0.192,0.118,0.209,0.440,3.872
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,81,100,0.638,0.651,0.249,0.252,0.194,0.114,0.208,0.441,3.884
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,82,100,0.644,0.659,0.249,0.251,0.195,0.111,0.207,0.441,3.892
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,83,100,0.651,0.668,0.248,0.252,0.193,0.114,0.209,0.443,3.914
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,84,100,0.657,0.674,0.248,0.253,0.193,0.114,0.209,0.444,3.917
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,85,100,0.663,0.682,0.249,0.254,0.196,0.112,0.206,0.445,3.934
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,86,100,0.672,0.685,0.252,0.255,0.198,0.112,0.205,0.445,3.928
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,87,100,0.673,0.691,0.254,0.254,0.198,0.113,0.205,0.445,3.935
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,88,100,0.677,0.700,0.253,0.254,0.198,0.112,0.203,0.446,3.945
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,89,100,0.682,0.704,0.254,0.255,0.199,0.110,0.202,0.447,3.955
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,90,100,0.685,0.707,0.252,0.258,0.201,0.108,0.201,0.448,3.972
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,91,100,0.691,0.711,0.253,0.258,0.204,0.102,0.200,0.449,3.976
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,92,100,0.697,0.715,0.252,0.262,0.205,0.105,0.199,0.449,3.982
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,93,100,0.700,0.717,0.250,0.260,0.205,0.101,0.197,0.450,3.995
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,94,100,0.699,0.721,0.248,0.257,0.202,0.102,0.196,0.450,3.987
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,95,100,0.704,0.723,0.251,0.256,0.202,0.103,0.191,0.450,3.987
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,96,100,0.710,0.728,0.249,0.254,0.200,0.103,0.190,0.452,4.010
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,97,100,0.712,0.731,0.251,0.257,0.203,0.102,0.193,0.452,4.013
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,98,100,0.715,0.735,0.253,0.259,0.204,0.104,0.195,0.451,4.007
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,99,100,0.721,0.737,0.254,0.258,0.203,0.106,0.194,0.453,4.018
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,100,100,0.724,0.741,0.255,0.262,0.205,0.107,0.195,0.454,4.032
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,101,100,0.726,0.744,0.254,0.266,0.205,0.109,0.196,0.454,4.037
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,102,100,0.728,0.747,0.251,0.271,0.207,0.107,0.197,0.454,4.039
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,103,100,0.729,0.749,0.248,0.270,0.203,0.111,0.193,0.454,4.033
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,104,100,0.735,0.753,0.251,0.274,0.206,0.112,0.192,0.454,4.029
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,105,100,0.739,0.753,0.249,0.271,0.203,0.114,0.189,0.455,4.050
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,106,100,0.739,0.756,0.250,0.271,0.204,0.113,0.188,0.456,4.062
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,107,100,0.742,0.758,0.245,0.271,0.201,0.114,0.187,0.457,4.066
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,108,100,0.743,0.763,0.244,0.274,0.202,0.113,0.186,0.457,4.073
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,109,100,0.745,0.763,0.245,0.273,0.203,0.112,0.187,0.457,4.066
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,110,100,0.744,0.765,0.243,0.274,0.204,0.110,0.188,0.458,4.075
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,111,100,0.741,0.768,0.241,0.276,0.205,0.108,0.186,0.458,4.077
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,112,100,0.744,0.774,0.240,0.279,0.206,0.108,0.185,0.459,4.089
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,113,100,0.745,0.775,0.234,0.276,0.201,0.108,0.187,0.458,4.088
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,114,100,0.750,0.779,0.233,0.275,0.200,0.108,0.188,0.458,4.085
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,115,100,0.752,0.781,0.233,0.276,0.201,0.106,0.188,0.460,4.103
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,116,100,0.756,0.786,0.234,0.277,0.202,0.106,0.185,0.461,4.113
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,117,100,0.763,0.788,0.236,0.275,0.204,0.104,0.181,0.462,4.122
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,118,100,0.764,0.790,0.239,0.276,0.205,0.106,0.182,0.463,4.134
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,119,100,0.766,0.790,0.237,0.278,0.205,0.105,0.179,0.463,4.137
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,comparison,unsuccessful,120,100,0.766,0.789,0.237,0.279,0.204,0.108,0.177,0.463,4.133
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,0,76,0.074,0.125,0.000,0.000,0.000,0.000,0.000,0.103,0.680
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,1,76,0.076,0.129,0.018,0.018,0.017,0.003,0.018,0.131,0.920
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,2,76,0.080,0.133,0.030,0.030,0.027,0.006,0.030,0.150,1.088
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,3,76,0.087,0.137,0.042,0.039,0.036,0.009,0.040,0.165,1.229
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,4,76,0.095,0.141,0.052,0.048,0.044,0.013,0.047,0.179,1.350
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,5,76,0.102,0.145,0.058,0.056,0.050,0.015,0.055,0.192,1.471
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,6,76,0.111,0.148,0.064,0.064,0.055,0.017,0.061,0.206,1.602
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,7,76,0.118,0.154,0.071,0.070,0.061,0.019,0.066,0.223,1.751
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,8,76,0.122,0.157,0.078,0.077,0.065,0.025,0.074,0.234,1.855
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,9,76,0.128,0.164,0.085,0.081,0.070,0.026,0.080,0.248,1.982
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,10,76,0.137,0.170,0.089,0.088,0.074,0.030,0.087,0.260,2.091
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,11,76,0.141,0.173,0.095,0.094,0.079,0.030,0.090,0.274,2.214
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,12,76,0.145,0.178,0.098,0.101,0.084,0.031,0.095,0.285,2.319
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,13,76,0.152,0.181,0.101,0.108,0.088,0.034,0.101,0.296,2.417
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,14,76,0.157,0.184,0.105,0.112,0.090,0.037,0.106,0.306,2.513
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,15,76,0.164,0.189,0.109,0.117,0.094,0.039,0.112,0.316,2.600
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,16,76,0.172,0.195,0.112,0.120,0.095,0.042,0.117,0.325,2.684
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,17,76,0.176,0.199,0.116,0.125,0.098,0.045,0.122,0.331,2.738
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,18,76,0.183,0.203,0.118,0.128,0.099,0.048,0.126,0.339,2.812
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,19,76,0.188,0.207,0.123,0.132,0.103,0.049,0.133,0.344,2.861
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,20,76,0.192,0.212,0.127,0.137,0.107,0.051,0.138,0.350,2.920
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,21,76,0.195,0.219,0.128,0.143,0.109,0.053,0.140,0.353,2.947
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,22,76,0.198,0.223,0.133,0.147,0.112,0.056,0.144,0.358,2.986
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,23,76,0.207,0.226,0.136,0.149,0.113,0.059,0.150,0.363,3.033
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,24,76,0.210,0.230,0.140,0.155,0.116,0.063,0.156,0.365,3.060
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,25,76,0.220,0.235,0.143,0.158,0.119,0.063,0.159,0.368,3.082
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,26,76,0.230,0.241,0.148,0.159,0.120,0.067,0.165,0.372,3.124
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,27,76,0.234,0.243,0.152,0.159,0.125,0.062,0.168,0.375,3.154
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,28,76,0.247,0.248,0.154,0.163,0.128,0.060,0.172,0.378,3.184
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,29,76,0.258,0.254,0.162,0.162,0.132,0.061,0.178,0.381,3.214
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,30,76,0.261,0.261,0.164,0.163,0.133,0.060,0.184,0.383,3.233
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,31,76,0.266,0.270,0.167,0.166,0.133,0.067,0.185,0.384,3.241
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,32,76,0.276,0.278,0.171,0.164,0.135,0.066,0.191,0.385,3.261
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,33,76,0.284,0.279,0.177,0.167,0.138,0.068,0.191,0.387,3.282
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,34,76,0.296,0.285,0.176,0.169,0.139,0.068,0.195,0.389,3.303
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,35,76,0.305,0.289,0.176,0.172,0.141,0.067,0.201,0.390,3.316
alpha_0p1_mut_0p045_rho_0,evolutionary_interaction,alpha_0p1_mut_0p045_rho_0,false,outcome,flat,36,76,0.314,0.298,0.180,0.175,0.141,0.072,0.201,0.392,3.338
