point,parameter,parameter_value,is_baseline,food_site_count,food_site_width,food_site_capacity,food_value,vertical_comb_benefit,food_site_max_distance,travel_cost_per_distance,mutation_sd,comb_tilt_mutation_sd,transposition_mutation_correlation,seed,comparison_group,outcome,stable_vertical_gravity,reached_gravity,retained_vertical,collapsed,gravity_reach_generation,vertical_reach_generation,partial_tilt_generation,partial_transposition_generation,max_comb_tilt,max_comb_tilt_generation,max_min_transposition,max_min_transposition_generation,min_success,min_success_generation,final_directional_bias,final_attention,final_sender_transposition,final_receiver_transposition,final_min_transposition,final_transposition_gap,final_comb_tilt,final_success,final_payoff,elapsed_seconds
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,98,successful,success,true,true,true,false,41,42,33,15,0.892,96,0.882,101,0.247,0,0.767,0.742,0.862,0.831,0.831,0.031,0.824,0.676,7.683,86.329
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,113,successful,success,true,true,true,false,50,40,25,9,0.915,71,0.890,91,0.268,0,0.821,0.747,0.824,0.781,0.781,0.042,0.800,0.656,7.280,87.752
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,108,successful,success,true,true,true,false,90,92,21,22,0.907,115,0.888,113,0.253,0,0.714,0.749,0.824,0.839,0.824,0.015,0.893,0.667,7.710,88.466
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,96,successful,success,true,true,true,false,48,51,29,24,0.899,118,0.848,103,0.261,0,0.796,0.767,0.715,0.715,0.715,0.000,0.852,0.634,7.174,89.087
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,112,unsuccessful,gravity_without_vertical,false,true,false,false,58,36,23,15,0.916,87,0.873,89,0.247,0,0.741,0.859,0.836,0.786,0.786,0.049,0.791,0.688,7.705,89.077
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,107,successful,success,true,true,true,false,40,29,15,18,0.914,62,0.881,72,0.243,0,0.600,0.770,0.847,0.868,0.847,0.021,0.814,0.672,7.565,89.217
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,105,successful,success,true,true,true,false,48,120,24,17,0.817,120,0.618,120,0.259,0,0.700,0.793,0.653,0.618,0.618,0.035,0.817,0.649,7.281,89.304
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,97,successful,success,true,true,true,false,95,119,59,52,0.839,119,0.684,115,0.265,0,0.541,0.618,0.638,0.692,0.638,0.054,0.816,0.589,6.412,89.438
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,114,successful,success,true,true,true,false,62,71,45,36,0.877,76,0.877,81,0.266,0,0.673,0.856,0.824,0.818,0.818,0.005,0.872,0.698,8.036,89.466
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,116,successful,success,true,true,true,false,79,88,55,17,0.914,110,0.891,118,0.237,0,0.811,0.786,0.907,0.886,0.886,0.020,0.873,0.684,7.942,89.680
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,111,successful,success,true,true,true,false,36,57,36,20,0.894,79,0.880,92,0.252,0,0.831,0.803,0.866,0.882,0.866,0.015,0.845,0.686,7.945,89.744
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,99,unsuccessful,gravity_without_vertical,false,true,false,false,41,47,35,23,0.925,92,0.863,58,0.268,0,0.781,0.844,0.747,0.799,0.747,0.052,0.791,0.657,7.312,89.786
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,109,successful,success,true,true,true,false,64,68,57,19,0.905,112,0.882,89,0.236,0,0.832,0.827,0.863,0.874,0.863,0.011,0.895,0.652,7.780,90.420
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,106,successful,success,true,true,true,false,72,72,50,23,0.881,110,0.859,106,0.274,0,0.760,0.783,0.823,0.817,0.817,0.006,0.802,0.664,7.488,90.553
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,110,successful,success,true,true,true,false,94,103,49,21,0.849,115,0.822,111,0.237,0,0.696,0.807,0.743,0.755,0.743,0.012,0.821,0.681,7.707,90.673
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,115,successful,success,true,true,true,false,29,28,24,12,0.928,45,0.891,90,0.241,0,0.652,0.751,0.820,0.781,0.781,0.039,0.847,0.645,7.229,91.030
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,117,successful,success,true,true,true,false,23,42,31,16,0.923,99,0.850,111,0.236,0,0.748,0.814,0.713,0.749,0.713,0.036,0.808,0.630,7.033,87.557
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,118,successful,success,true,true,true,false,59,60,33,17,0.893,118,0.893,91,0.241,0,0.676,0.830,0.788,0.718,0.718,0.071,0.884,0.681,7.840,89.177
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,121,successful,success,true,true,true,false,75,91,50,11,0.901,101,0.890,110,0.258,0,0.763,0.745,0.822,0.829,0.822,0.008,0.825,0.672,7.621,88.907
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,119,successful,success,true,true,true,false,33,32,21,21,0.906,86,0.884,79,0.252,0,0.678,0.850,0.881,0.877,0.877,0.003,0.866,0.707,8.235,89.935
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,130,successful,success,true,true,true,false,40,31,23,33,0.923,118,0.868,70,0.237,0,0.762,0.808,0.864,0.877,0.864,0.013,0.910,0.689,8.230,88.410
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,120,successful,success,true,true,true,false,63,37,24,22,0.924,117,0.872,116,0.262,0,0.823,0.704,0.826,0.830,0.826,0.004,0.911,0.699,8.095,90.231
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,124,successful,success,true,true,true,false,57,51,36,26,0.912,120,0.878,115,0.248,0,0.860,0.817,0.802,0.830,0.802,0.028,0.912,0.697,8.242,90.055
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,128,successful,success,true,true,true,false,57,81,51,12,0.917,116,0.857,104,0.234,0,0.768,0.840,0.796,0.814,0.796,0.017,0.859,0.689,7.978,89.732
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,125,unsuccessful,gravity_without_vertical,false,true,false,false,61,60,40,28,0.900,113,0.826,107,0.256,0,0.550,0.771,0.764,0.717,0.717,0.047,0.794,0.636,6.993,90.060
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,122,successful,success,true,true,true,false,36,36,17,22,0.909,89,0.892,83,0.264,0,0.615,0.806,0.734,0.807,0.734,0.073,0.885,0.661,7.584,90.476
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,126,unsuccessful,vertical_without_gravity,false,false,true,false,not_reached,114,43,18,0.829,115,0.462,120,0.247,0,0.802,0.660,0.462,0.630,0.462,0.168,0.813,0.615,6.636,90.077
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,129,successful,success,true,true,true,false,33,58,49,15,0.905,112,0.870,112,0.261,0,0.810,0.817,0.832,0.844,0.832,0.011,0.865,0.691,8.051,90.197
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,131,unsuccessful,gravity_without_vertical,false,true,false,false,116,not_reached,79,12,0.713,117,0.574,118,0.259,0,0.653,0.760,0.590,0.553,0.553,0.036,0.674,0.632,6.551,90.200
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,123,successful,success,true,true,true,false,42,50,31,29,0.930,71,0.892,120,0.262,0,0.723,0.830,0.893,0.892,0.892,0.001,0.834,0.626,7.118,91.755
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,127,unsuccessful,gravity_without_vertical,false,true,false,false,30,37,27,10,0.914,94,0.882,63,0.250,0,0.747,0.731,0.855,0.849,0.849,0.006,0.770,0.669,7.421,91.480
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,132,successful,success,true,true,true,false,51,48,34,23,0.927,108,0.838,116,0.238,0,0.799,0.873,0.782,0.784,0.782,0.002,0.894,0.699,8.213,90.992
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,133,successful,success,true,true,true,false,49,57,29,36,0.915,95,0.839,106,0.243,0,0.836,0.827,0.775,0.812,0.775,0.037,0.834,0.671,7.664,88.797
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,135,successful,success,true,true,true,false,24,29,18,19,0.920,75,0.858,68,0.258,0,0.665,0.785,0.734,0.725,0.725,0.010,0.851,0.666,7.565,87.910
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,137,unsuccessful,gravity_without_vertical,false,true,false,false,113,not_reached,82,10,0.763,120,0.726,119,0.270,0,0.623,0.672,0.733,0.713,0.713,0.020,0.763,0.614,6.662,89.078
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,134,successful,success,true,true,true,false,52,64,29,30,0.926,76,0.890,114,0.257,0,0.862,0.862,0.812,0.848,0.812,0.036,0.885,0.700,8.266,91.298
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,136,successful,success,true,true,true,false,91,80,61,15,0.941,107,0.859,115,0.247,0,0.700,0.712,0.756,0.741,0.741,0.016,0.867,0.669,7.652,90.007
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,138,successful,success,true,true,true,false,29,46,25,19,0.871,118,0.910,114,0.267,0,0.710,0.814,0.777,0.797,0.777,0.020,0.849,0.655,7.553,89.339
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,139,successful,success,true,true,true,false,25,49,19,15,0.921,108,0.867,92,0.274,0,0.769,0.856,0.781,0.774,0.774,0.007,0.880,0.673,7.780,89.269
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,144,successful,success,true,true,true,false,59,41,26,26,0.886,105,0.902,81,0.249,0,0.697,0.733,0.834,0.885,0.834,0.051,0.882,0.678,7.861,88.949
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,142,successful,success,true,true,true,false,77,84,36,32,0.888,91,0.858,92,0.266,0,0.696,0.853,0.827,0.839,0.827,0.012,0.831,0.690,7.950,90.374
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,145,successful,success,true,true,true,false,28,43,25,17,0.934,105,0.836,72,0.266,0,0.741,0.849,0.760,0.752,0.752,0.008,0.870,0.661,7.587,89.251
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,143,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,55,0.391,115,0.439,100,0.261,0,0.616,0.748,0.200,0.178,0.178,0.023,0.379,0.665,6.295,90.469
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,141,successful,success,true,true,true,false,38,44,38,21,0.929,73,0.847,66,0.258,0,0.640,0.863,0.803,0.820,0.803,0.017,0.828,0.665,7.478,90.718
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,140,successful,success,true,true,true,false,54,50,37,19,0.897,69,0.854,74,0.240,0,0.720,0.772,0.816,0.828,0.816,0.012,0.806,0.648,7.349,90.925
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,146,successful,success,true,true,true,false,48,69,30,20,0.902,86,0.840,91,0.229,0,0.625,0.841,0.656,0.643,0.643,0.012,0.840,0.639,7.218,90.224
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,147,successful,success,true,true,true,false,51,51,30,29,0.907,53,0.872,96,0.226,0,0.818,0.829,0.807,0.804,0.804,0.003,0.852,0.691,7.918,91.919
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,148,successful,success,true,true,true,false,51,61,41,23,0.905,106,0.871,66,0.230,0,0.731,0.861,0.731,0.726,0.726,0.004,0.855,0.676,7.661,91.956
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,149,successful,success,true,true,true,false,53,55,25,17,0.913,74,0.880,86,0.278,0,0.640,0.816,0.842,0.847,0.842,0.005,0.867,0.673,7.772,90.548
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,159,unsuccessful,gravity_without_vertical,false,true,false,false,54,44,19,13,0.919,84,0.860,103,0.268,0,0.595,0.818,0.773,0.748,0.748,0.025,0.756,0.630,6.917,86.895
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,150,successful,success,true,true,true,false,95,116,57,29,0.854,118,0.824,120,0.234,0,0.526,0.798,0.824,0.834,0.824,0.010,0.830,0.684,7.770,91.268
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,156,successful,success,true,true,true,false,67,72,36,59,0.893,113,0.877,105,0.250,0,0.616,0.760,0.860,0.855,0.855,0.005,0.831,0.679,7.679,88.421
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,160,successful,success,true,true,true,false,60,77,19,40,0.909,117,0.833,120,0.248,0,0.577,0.748,0.833,0.856,0.833,0.023,0.814,0.633,7.097,87.901
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,151,successful,success,true,true,true,false,51,58,33,23,0.906,87,0.884,95,0.275,0,0.783,0.793,0.841,0.878,0.841,0.037,0.832,0.707,8.183,90.189
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,154,successful,success,true,true,true,false,37,62,25,30,0.910,120,0.887,116,0.258,0,0.871,0.670,0.804,0.799,0.799,0.005,0.910,0.656,7.626,90.040
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,152,successful,success,true,true,true,false,109,108,58,17,0.888,112,0.674,117,0.282,0,0.636,0.795,0.666,0.712,0.666,0.046,0.822,0.662,7.321,90.716
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,161,successful,success,true,true,true,false,56,68,27,20,0.893,117,0.847,106,0.256,0,0.667,0.567,0.842,0.817,0.817,0.025,0.865,0.629,7.011,88.926
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,153,successful,success,true,true,true,false,67,67,37,52,0.908,76,0.879,118,0.250,0,0.617,0.802,0.846,0.816,0.816,0.031,0.829,0.660,7.409,91.018
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,155,successful,success,true,true,true,false,109,109,74,52,0.881,119,0.648,117,0.265,0,0.688,0.715,0.628,0.646,0.628,0.018,0.877,0.649,7.344,90.782
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,157,successful,success,true,true,true,false,62,65,27,29,0.920,73,0.890,104,0.249,0,0.748,0.789,0.850,0.846,0.846,0.003,0.861,0.673,7.818,90.059
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,158,successful,success,true,true,true,false,64,67,34,11,0.895,116,0.826,74,0.218,0,0.689,0.778,0.805,0.728,0.728,0.077,0.861,0.640,7.281,90.955
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,162,successful,success,true,true,true,false,48,58,32,18,0.910,91,0.851,113,0.266,0,0.815,0.838,0.817,0.792,0.792,0.026,0.839,0.694,7.901,91.348
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,164,successful,success,true,true,true,false,43,55,38,22,0.906,79,0.849,104,0.246,0,0.851,0.716,0.792,0.792,0.792,0.000,0.824,0.670,7.569,89.774
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,163,successful,success,true,true,true,false,44,61,26,28,0.900,97,0.865,109,0.266,0,0.729,0.793,0.771,0.761,0.761,0.010,0.877,0.654,7.465,91.007
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,165,unsuccessful,gravity_without_vertical,false,true,false,false,68,69,37,15,0.890,88,0.816,91,0.267,0,0.794,0.708,0.704,0.745,0.704,0.041,0.745,0.648,7.009,90.684
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,167,unsuccessful,gravity_without_vertical,false,true,false,false,83,79,43,59,0.877,108,0.848,117,0.267,0,0.744,0.818,0.779,0.786,0.779,0.007,0.793,0.658,7.398,88.364
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,176,successful,success,true,true,true,false,79,103,23,53,0.899,110,0.840,119,0.270,0,0.694,0.799,0.821,0.828,0.821,0.007,0.870,0.653,7.479,86.521
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,168,successful,success,true,true,true,false,63,83,58,38,0.910,115,0.895,113,0.246,0,0.823,0.860,0.839,0.881,0.839,0.042,0.837,0.690,7.980,88.896
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,166,successful,success,true,true,true,false,45,55,30,20,0.918,61,0.882,111,0.240,0,0.623,0.773,0.771,0.789,0.771,0.019,0.850,0.671,7.510,89.921
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,169,successful,success,true,true,true,false,67,86,33,16,0.894,113,0.842,99,0.231,0,0.730,0.834,0.807,0.793,0.793,0.014,0.859,0.684,7.813,88.955
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,172,unsuccessful,gravity_without_vertical,false,true,false,false,117,102,41,59,0.889,103,0.601,120,0.238,0,0.780,0.736,0.601,0.618,0.601,0.017,0.799,0.660,7.205,89.099
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,170,successful,success,true,true,true,false,58,60,23,46,0.898,66,0.878,104,0.270,0,0.813,0.731,0.794,0.796,0.794,0.002,0.833,0.680,7.700,90.091
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,171,successful,success,true,true,true,false,44,53,39,19,0.876,73,0.832,110,0.258,0,0.827,0.824,0.826,0.788,0.788,0.038,0.864,0.666,7.742,90.140
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,173,successful,success,true,true,true,false,36,31,18,17,0.918,98,0.883,74,0.237,0,0.762,0.847,0.877,0.927,0.877,0.049,0.907,0.710,8.332,89.762
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,175,successful,success,true,true,true,false,49,39,32,22,0.922,120,0.869,93,0.256,0,0.621,0.767,0.762,0.838,0.762,0.077,0.922,0.667,7.748,89.812
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,174,successful,success,true,true,true,false,75,66,29,40,0.874,106,0.801,120,0.251,0,0.760,0.777,0.801,0.803,0.801,0.002,0.874,0.691,8.009,90.732
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,179,successful,success,true,true,true,false,53,59,37,13,0.907,69,0.871,100,0.237,0,0.757,0.738,0.854,0.838,0.838,0.016,0.833,0.670,7.613,87.593
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,177,successful,success,true,true,true,false,78,62,29,25,0.889,81,0.846,112,0.266,0,0.768,0.814,0.796,0.810,0.796,0.014,0.852,0.684,7.847,90.327
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,178,successful,success,true,true,true,false,32,71,30,19,0.898,111,0.848,114,0.241,0,0.845,0.802,0.786,0.792,0.786,0.006,0.875,0.698,8.192,90.817
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,180,successful,success,true,true,true,false,55,36,21,14,0.909,93,0.867,70,0.270,0,0.746,0.716,0.830,0.853,0.830,0.024,0.825,0.671,7.543,90.977
food_site_count_4,food_site_count,4,false,4,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,96,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,30,0.335,22,0.295,118,0.161,0,0.858,0.893,0.241,0.229,0.229,0.012,0.176,0.595,4.859,76.160
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,181,successful,success,true,true,true,false,74,47,39,32,0.917,120,0.897,118,0.241,0,0.716,0.814,0.832,0.831,0.831,0.001,0.917,0.685,8.120,89.447
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,186,successful,success,true,true,true,false,39,47,29,18,0.913,69,0.884,120,0.245,0,0.862,0.776,0.884,0.887,0.884,0.003,0.896,0.704,8.305,87.542
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,182,successful,success,true,true,true,false,34,64,26,16,0.906,112,0.879,113,0.234,0,0.875,0.773,0.847,0.831,0.831,0.016,0.886,0.691,8.077,89.735
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,183,successful,success,true,true,true,false,38,39,21,15,0.928,61,0.857,119,0.254,0,0.792,0.773,0.836,0.835,0.835,0.000,0.880,0.683,7.946,89.307
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,184,successful,success,true,true,true,false,45,30,17,34,0.911,120,0.860,63,0.228,0,0.668,0.830,0.729,0.726,0.726,0.004,0.911,0.674,7.729,89.670
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,185,successful,success,true,true,true,false,62,88,60,19,0.891,111,0.869,120,0.234,0,0.636,0.806,0.875,0.869,0.869,0.006,0.839,0.654,7.441,90.194
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,187,successful,success,true,true,true,false,67,79,44,33,0.915,104,0.883,120,0.239,0,0.704,0.755,0.883,0.892,0.883,0.009,0.873,0.691,7.947,89.728
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,188,successful,success,true,true,true,false,45,37,27,21,0.926,118,0.883,88,0.233,0,0.694,0.654,0.818,0.798,0.798,0.021,0.882,0.637,7.285,90.011
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,189,successful,success,true,true,true,false,43,45,31,32,0.914,113,0.884,120,0.248,0,0.840,0.687,0.906,0.884,0.884,0.022,0.876,0.688,8.030,89.874
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,192,successful,success,true,true,true,false,25,31,22,17,0.950,106,0.888,105,0.284,0,0.768,0.780,0.759,0.760,0.759,0.001,0.837,0.683,7.643,90.118
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,190,successful,success,true,true,true,false,93,107,77,12,0.876,111,0.706,120,0.228,0,0.607,0.767,0.710,0.706,0.706,0.004,0.809,0.659,7.172,91.202
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,194,successful,success,true,true,true,false,63,34,26,23,0.925,97,0.879,111,0.236,0,0.778,0.751,0.802,0.777,0.777,0.026,0.874,0.682,7.860,89.073
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,191,successful,success,true,true,true,false,47,86,71,14,0.913,102,0.894,103,0.257,0,0.790,0.692,0.824,0.806,0.806,0.018,0.903,0.664,7.697,91.193
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,193,successful,success,true,true,true,false,85,77,38,16,0.933,116,0.843,119,0.263,0,0.832,0.890,0.803,0.829,0.803,0.027,0.902,0.698,8.212,90.825
baseline,baseline,baseline,true,7,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,195,successful,success,true,true,true,false,37,44,26,29,0.906,60,0.895,65,0.259,0,0.724,0.684,0.815,0.801,0.801,0.015,0.842,0.653,7.434,90.541
food_site_count_4,food_site_count,4,false,4,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,97,successful,success,true,true,true,false,75,84,23,18,0.923,102,0.884,116,0.168,0,0.883,0.826,0.852,0.868,0.852,0.017,0.892,0.587,6.133,77.106
food_site_count_4,food_site_count,4,false,4,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,99,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,32,0.311,99,0.261,57,0.161,0,0.580,0.831,0.171,0.176,0.171,0.006,0.178,0.549,4.324,75.787
food_site_count_4,food_site_count,4,false,4,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,98,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,10,0.355,64,0.378,93,0.155,0,0.853,0.905,0.205,0.174,0.174,0.031,0.173,0.610,5.105,77.991
food_site_count_4,food_site_count,4,false,4,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,105,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,22,0.363,36,0.418,98,0.159,0,0.705,0.829,0.264,0.229,0.229,0.035,0.279,0.534,4.315,76.988
food_site_count_4,food_site_count,4,false,4,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,108,unsuccessful,gravity_without_vertical,false,true,false,false,111,119,109,18,0.809,119,0.666,120,0.161,0,0.725,0.782,0.668,0.666,0.666,0.001,0.790,0.516,5.019,75.512
food_site_count_4,food_site_count,4,false,4,0.370,10,0.900,0.440,5.000,0.035,0.090,0.080,0.900,106,unsuccessful,flat,false,false,false,false,not_reached,not_reached,not_reached,39,0.471,20,0.305,41,0.176,0,0.823,0.828,0.137,0.158,0.137,0.021,0.179,0.559,4.631,77.605
